store,week,category,subcategory,unit,consumption,waste,consumption_with_waste
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-02-02/2026-02-08,Syrups,Hazelnut Syrup,pump,6.0,0.0,6.0
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-02-02/2026-02-08,Syrups,Rose Syrup,pump,4.0,0.0,4.0
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-02-02/2026-02-08,Syrups,Sweetner syrup (optional),pump,101.0,0.0,101.0
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-02-02/2026-02-08,Syrups,Syrup (Customer's Choice),pump,22.0,0.0,22.0
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-02-02/2026-02-08,Syrups,Syrup (Optional),pump,2060.0,0.0,2060.0
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-02-09/2026-02-15,Coffee,,g,31633.0,2214.3100000000004,33847.31
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-02-09/2026-02-15,Coffee,,ml,78728.907,5511.023490000001,84239.93049000001
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-02-09/2026-02-15,Dairy,Coconut Cold Foam,ml,1848.3437500000002,129.38406250000003,1977.7278125000003
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-02-09/2026-02-15,Dairy,Cold Cappuccino Foam,ml,118.294,8.28058,126.57458
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-02-09/2026-02-15,Dairy,Cold Milk,ml,46075.513,3225.28591,49300.79891
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-02-09/2026-02-15,Dairy,Cream Base,g,14.0,0.9800000000000001,14.98
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-02-09/2026-02-15,Dairy,Greek Yogurt,g,23.0,1.61,24.61
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-02-09/2026-02-15,Dairy,Milk,ml,98671.98275,6907.0387925,105579.02154249999
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-02-09/2026-02-15,Dairy,Whipped Cream,ml,1.0,0.07,1.07
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-02-09/2026-02-15,Dairy,Whipped Cream (Optional),ml,66.0,4.62,70.62
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-02-09/2026-02-15,Specialty Milk,Almond Milk,ml,266.1615,18.631305,284.792805
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-02-09/2026-02-15,Specialty Milk,Coconut Milk,ml,473.176,33.12232,506.29832
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-02-09/2026-02-15,Syrups,Chocolate Sauce,pump,152.0,0.0,152.0
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-02-09/2026-02-15,Syrups,Coconut Syrup,pump,87.0,0.0,87.0
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-02-09/2026-02-15,Syrups,Dragon Fruit Syrup,pump,113.0,0.0,113.0
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-02-09/2026-02-15,Syrups,Hazelnut Syrup,pump,9.0,0.0,9.0
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-02-09/2026-02-15,Syrups,Rose Syrup,pump,5.0,0.0,5.0
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-02-09/2026-02-15,Syrups,Sweetner syrup (optional),pump,94.0,0.0,94.0
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-02-09/2026-02-15,Syrups,Syrup (Customer's Choice),pump,23.0,0.0,23.0
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-02-09/2026-02-15,Syrups,Syrup (Optional),pump,2137.0,0.0,2137.0
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-02-16/2026-02-22,Coffee,,g,28793.0,2015.5100000000002,30808.510000000002
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-02-16/2026-02-22,Coffee,,ml,72460.325,5072.22275,77532.54775
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-02-16/2026-02-22,Dairy,Coconut Cold Foam,ml,1404.74125,98.33188750000001,1503.0731375
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-02-16/2026-02-22,Dairy,Cold Cappuccino Foam,ml,295.735,20.70145,316.43645000000004
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-02-16/2026-02-22,Dairy,Cold Milk,ml,35665.640999999996,2496.59487,38162.23587
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-02-16/2026-02-22,Dairy,Cream Base,g,10.5,0.7350000000000001,11.235
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-02-16/2026-02-22,Dairy,Greek Yogurt,g,11.0,0.77,11.77
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-02-16/2026-02-22,Dairy,Milk,ml,98538.902,6897.723140000001,105436.62514
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-02-16/2026-02-22,Dairy,Whipped Cream (Optional),ml,78.0,5.460000000000001,83.46000000000001
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-02-16/2026-02-22,Specialty Milk,Almond Milk,ml,88.7205,6.210435,94.930935
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-02-16/2026-02-22,Specialty Milk,Coconut Milk,ml,384.4555,26.911885,411.36738499999996
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-02-16/2026-02-22,Syrups,Chocolate Sauce,pump,182.0,0.0,182.0
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-02-16/2026-02-22,Syrups,Coconut Syrup,pump,76.0,0.0,76.0
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-02-16/2026-02-22,Syrups,Dragon Fruit Syrup,pump,41.0,0.0,41.0
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-02-16/2026-02-22,Syrups,Hazelnut Syrup,pump,3.0,0.0,3.0
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-02-16/2026-02-22,Syrups,Rose Syrup,pump,4.0,0.0,4.0
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-02-16/2026-02-22,Syrups,Sweetner syrup (optional),pump,54.0,0.0,54.0
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-02-16/2026-02-22,Syrups,Syrup (Customer's Choice),pump,21.0,0.0,21.0
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-02-16/2026-02-22,Syrups,Syrup (Optional),pump,1917.0,0.0,1917.0
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-02-16/2026-02-22,Syrups,Vanilla Syrup,pump,7.0,0.0,7.0
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-02-23/2026-03-01,Coffee,,g,28572.0,2000.0400000000002,30572.04
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-02-23/2026-03-01,Coffee,,ml,79495.068,5564.65476,85059.72276
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-02-23/2026-03-01,Dairy,Coconut Cold Foam,ml,2513.7475,175.96232500000002,2689.709825
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-02-23/2026-03-01,Dairy,Cold Milk,ml,47790.776,3345.3543200000004,51136.13032
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-02-23/2026-03-01,Dairy,Cream Base,g,17.5,1.225,18.725
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-02-23/2026-03-01,Dairy,Greek Yogurt,g,27.0,1.8900000000000001,28.89
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-02-23/2026-03-01,Dairy,Milk,ml,83456.417,5841.94919,89298.36619
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-02-23/2026-03-01,Dairy,Whipped Cream (Optional),ml,63.0,4.41,67.41
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-02-23/2026-03-01,Specialty Milk,Almond Milk,ml,295.735,20.70145,316.43645000000004
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-02-23/2026-03-01,Specialty Milk,Coconut Milk,ml,207.0145,14.491015,221.505515
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-02-23/2026-03-01,Syrups,Chocolate Sauce,pump,130.0,0.0,130.0
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-02-23/2026-03-01,Syrups,Coconut Syrup,pump,132.0,0.0,132.0
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-02-23/2026-03-01,Syrups,Dragon Fruit Syrup,pump,62.0,0.0,62.0
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-02-23/2026-03-01,Syrups,Hazelnut Syrup,pump,10.0,0.0,10.0
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-02-23/2026-03-01,Syrups,Rose Syrup,pump,8.0,0.0,8.0
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-02-23/2026-03-01,Syrups,Sweetner syrup (optional),pump,105.0,0.0,105.0
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-02-23/2026-03-01,Syrups,Syrup (Customer's Choice),pump,32.0,0.0,32.0
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-02-23/2026-03-01,Syrups,Syrup (Optional),pump,1912.0,0.0,1912.0
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-02-23/2026-03-01,Syrups,Vanilla Syrup,pump,4.0,0.0,4.0
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-03-02/2026-03-08,Coffee,,g,34069.0,2384.8300000000004,36453.83
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-03-02/2026-03-08,Coffee,,ml,83638.85800000001,5854.7200600000015,89493.57806000001
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-03-02/2026-03-08,Dairy,Coconut Cold Foam,ml,2661.6150000000002,186.31305000000003,2847.9280500000004
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-03-02/2026-03-08,Dairy,Cold Cappuccino Foam,ml,59.147,4.14029,63.28729
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-03-02/2026-03-08,Dairy,Cold Milk,ml,44774.279,3134.1995300000003,47908.47853
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-03-02/2026-03-08,Dairy,Cream Base,g,17.5,1.225,18.725
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-03-02/2026-03-08,Dairy,Greek Yogurt,g,24.0,1.6800000000000002,25.68
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-03-02/2026-03-08,Dairy,Milk,ml,105813.98300000001,7406.978810000001,113220.96181000001
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-03-02/2026-03-08,Dairy,Whipped Cream,ml,1.0,0.07,1.07
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-03-02/2026-03-08,Dairy,Whipped Cream (Optional),ml,43.0,3.0100000000000002,46.01
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-03-02/2026-03-08,Specialty Milk,Almond Milk,ml,414.029,28.98203,443.01103
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-03-02/2026-03-08,Specialty Milk,Coconut Milk,ml,177.441,12.42087,189.86187
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-03-02/2026-03-08,Syrups,Chocolate Sauce,pump,81.0,0.0,81.0
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-03-02/2026-03-08,Syrups,Coconut Syrup,pump,142.0,0.0,142.0
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-03-02/2026-03-08,Syrups,Dragon Fruit Syrup,pump,47.0,0.0,47.0
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-03-02/2026-03-08,Syrups,Hazelnut Syrup,pump,14.0,0.0,14.0
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-03-02/2026-03-08,Syrups,Rose Syrup,pump,13.0,0.0,13.0
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-03-02/2026-03-08,Syrups,Sweetner syrup (optional),pump,77.0,0.0,77.0
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-03-02/2026-03-08,Syrups,Syrup (Customer's Choice),pump,34.0,0.0,34.0
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-03-02/2026-03-08,Syrups,Syrup (Optional),pump,2342.0,0.0,2342.0
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-03-09/2026-03-15,Coffee,,g,30374.5,2126.215,32500.715
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-03-09/2026-03-15,Coffee,,ml,81508.316,5705.582120000001,87213.89812000001
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-03-09/2026-03-15,Dairy,Coconut Cold Foam,ml,2513.7475,175.96232500000002,2689.709825
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-03-09/2026-03-15,Dairy,Cold Cappuccino Foam,ml,118.294,8.28058,126.57458
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-03-09/2026-03-15,Dairy,Cold Milk,ml,42408.399,2968.58793,45376.98693
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-03-09/2026-03-15,Dairy,Cream Base,g,7.0,0.49000000000000005,7.49
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-03-09/2026-03-15,Dairy,Greek Yogurt,g,26.0,1.8200000000000003,27.82
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-03-09/2026-03-15,Dairy,Milk,ml,111314.654,7792.02578,119106.67977999999
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-03-09/2026-03-15,Dairy,Whipped Cream,ml,1.0,0.07,1.07
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-03-09/2026-03-15,Dairy,Whipped Cream (Optional),ml,54.0,3.7800000000000002,57.78
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-03-09/2026-03-15,Specialty Milk,Almond Milk,ml,207.0145,14.491015,221.505515
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-03-09/2026-03-15,Syrups,Chocolate Sauce,pump,113.0,0.0,113.0
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-03-09/2026-03-15,Syrups,Coconut Syrup,pump,140.0,0.0,140.0
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-03-09/2026-03-15,Syrups,Dragon Fruit Syrup,pump,49.0,0.0,49.0
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-03-09/2026-03-15,Syrups,Hazelnut Syrup,pump,7.0,0.0,7.0
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-03-09/2026-03-15,Syrups,Sweetner syrup (optional),pump,64.0,0.0,64.0
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-03-09/2026-03-15,Syrups,Syrup (Customer's Choice),pump,28.0,0.0,28.0
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-03-09/2026-03-15,Syrups,Syrup (Optional),pump,2270.0,0.0,2270.0
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-03-09/2026-03-15,Syrups,Vanilla Syrup,pump,5.0,0.0,5.0
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-03-16/2026-03-22,Coffee,,g,33796.0,2365.7200000000003,36161.72
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-03-16/2026-03-22,Coffee,,ml,85181.93,5962.7351,91144.6651
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-03-16/2026-03-22,Dairy,Coconut Cold Foam,ml,2439.8137500000003,170.78696250000004,2610.6007125
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-03-16/2026-03-22,Dairy,Cold Cappuccino Foam,ml,295.735,20.70145,316.43645000000004
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-03-16/2026-03-22,Dairy,Cold Milk,ml,55539.032999999996,3887.73231,59426.765309999995
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-03-16/2026-03-22,Dairy,Cream Base,g,17.5,1.225,18.725
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-03-16/2026-03-22,Dairy,Greek Yogurt,g,24.0,1.6800000000000002,25.68
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-03-16/2026-03-22,Dairy,Milk,ml,96365.24975,6745.567482500001,103110.8172325
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-03-16/2026-03-22,Dairy,Whipped Cream,ml,3.0,0.21000000000000002,3.21
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-03-16/2026-03-22,Dairy,Whipped Cream (Optional),ml,69.0,4.83,73.83
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-03-16/2026-03-22,Specialty Milk,Almond Milk,ml,207.0145,14.491015,221.505515
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-03-16/2026-03-22,Specialty Milk,Coconut Milk,ml,857.6315,60.034205,917.665705
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-03-16/2026-03-22,Syrups,Chocolate Sauce,pump,157.0,0.0,157.0
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-03-16/2026-03-22,Syrups,Coconut Syrup,pump,140.0,0.0,140.0
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-03-16/2026-03-22,Syrups,Dragon Fruit Syrup,pump,99.0,0.0,99.0
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-03-16/2026-03-22,Syrups,Hazelnut Syrup,pump,7.0,0.0,7.0
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-03-16/2026-03-22,Syrups,Rose Syrup,pump,5.0,0.0,5.0
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-03-16/2026-03-22,Syrups,Sweetner syrup (optional),pump,113.0,0.0,113.0
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-03-16/2026-03-22,Syrups,Syrup (Customer's Choice),pump,51.0,0.0,51.0
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-03-16/2026-03-22,Syrups,Syrup (Optional),pump,2311.0,0.0,2311.0
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-03-16/2026-03-22,Syrups,Vanilla Syrup,pump,9.0,0.0,9.0
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-03-23/2026-03-29,Coffee,,g,29620.0,2073.4,31693.4
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-03-23/2026-03-29,Coffee,,ml,76606.615,5362.463050000001,81969.07805000001
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-03-23/2026-03-29,Dairy,Coconut Cold Foam,ml,2957.3500000000004,207.01450000000006,3164.3645000000006
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-03-23/2026-03-29,Dairy,Cold Cappuccino Foam,ml,59.147,4.14029,63.28729
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-03-23/2026-03-29,Dairy,Cold Milk,ml,48204.805,3374.3363500000005,51579.14135
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-03-23/2026-03-29,Dairy,Cream Base,g,14.0,0.9800000000000001,14.98
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-03-23/2026-03-29,Dairy,Greek Yogurt,g,40.0,2.8000000000000003,42.8
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-03-23/2026-03-29,Dairy,Milk,ml,106287.159,7440.101130000001,113727.26013
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-03-23/2026-03-29,Dairy,Whipped Cream,ml,2.0,0.14,2.14
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-03-23/2026-03-29,Dairy,Whipped Cream (Optional),ml,76.0,5.32,81.32
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-03-23/2026-03-29,Specialty Milk,Almond Milk,ml,414.029,28.98203,443.01103
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-03-23/2026-03-29,Specialty Milk,Coconut Milk,ml,532.323,37.26261,569.58561
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-03-23/2026-03-29,Syrups,Chocolate Sauce,pump,140.0,0.0,140.0
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-03-23/2026-03-29,Syrups,Coconut Syrup,pump,164.0,0.0,164.0
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-03-23/2026-03-29,Syrups,Dragon Fruit Syrup,pump,52.0,0.0,52.0
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-03-23/2026-03-29,Syrups,Hazelnut Syrup,pump,14.0,0.0,14.0
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-03-23/2026-03-29,Syrups,Sweetner syrup (optional),pump,94.0,0.0,94.0
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-03-23/2026-03-29,Syrups,Syrup (Customer's Choice),pump,125.0,0.0,125.0
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-03-23/2026-03-29,Syrups,Syrup (Optional),pump,2155.0,0.0,2155.0
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-03-30/2026-04-05,Coffee,,g,35286.0,2470.0200000000004,37756.020000000004
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-03-30/2026-04-05,Coffee,,ml,92753.496,6492.744720000001,99246.24072
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-03-30/2026-04-05,Dairy,Coconut Cold Foam,ml,2809.4825,196.66377500000002,3006.146275
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-03-30/2026-04-05,Dairy,Cold Cappuccino Foam,ml,118.294,8.28058,126.57458
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-03-30/2026-04-05,Dairy,Cold Milk,ml,49801.774,3486.1241800000003,53287.89818
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-03-30/2026-04-05,Dairy,Cream Base,g,24.5,1.715,26.215
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-03-30/2026-04-05,Dairy,Greek Yogurt,g,41.0,2.87,43.87
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-03-30/2026-04-05,Dairy,Milk,ml,114774.7535,8034.232745000001,122808.98624500001
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-03-30/2026-04-05,Dairy,Whipped Cream,ml,1.0,0.07,1.07
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-03-30/2026-04-05,Dairy,Whipped Cream (Optional),ml,80.0,5.6000000000000005,85.6
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-03-30/2026-04-05,Specialty Milk,Almond Milk,ml,532.323,37.26261,569.58561
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-03-30/2026-04-05,Specialty Milk,Coconut Milk,ml,502.7495,35.192465000000006,537.941965
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-03-30/2026-04-05,Syrups,Chocolate Sauce,pump,153.0,0.0,153.0
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-03-30/2026-04-05,Syrups,Coconut Syrup,pump,157.0,0.0,157.0
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-03-30/2026-04-05,Syrups,Dragon Fruit Syrup,pump,34.0,0.0,34.0
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-03-30/2026-04-05,Syrups,Hazelnut Syrup,pump,18.0,0.0,18.0
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-03-30/2026-04-05,Syrups,Rose Syrup,pump,4.0,0.0,4.0
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-03-30/2026-04-05,Syrups,Sweetner syrup (optional),pump,72.0,0.0,72.0
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-03-30/2026-04-05,Syrups,Syrup (Customer's Choice),pump,97.0,0.0,97.0
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-03-30/2026-04-05,Syrups,Syrup (Optional),pump,2522.0,0.0,2522.0
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-03-30/2026-04-05,Syrups,Vanilla Syrup,pump,2.0,0.0,2.0
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-04-06/2026-04-12,Coffee,,g,31677.0,2217.3900000000003,33894.39
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-04-06/2026-04-12,Coffee,,ml,91509.659,6405.676130000001,97915.33513
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-04-06/2026-04-12,Dairy,Coconut Cold Foam,ml,2513.7475,175.96232500000002,2689.709825
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-04-06/2026-04-12,Dairy,Cold Milk,ml,46962.718,3287.3902600000006,50250.10826
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-04-06/2026-04-12,Dairy,Cream Base,g,21.0,1.4700000000000002,22.47
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-04-06/2026-04-12,Dairy,Greek Yogurt,g,29.0,2.0300000000000002,31.03
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-04-06/2026-04-12,Dairy,Milk,ml,109022.70775,7631.589542500001,116654.2972925
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-04-06/2026-04-12,Dairy,Whipped Cream (Optional),ml,50.0,3.5000000000000004,53.5
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-04-06/2026-04-12,Specialty Milk,Almond Milk,ml,236.588,16.56116,253.14916
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-04-06/2026-04-12,Specialty Milk,Coconut Milk,ml,384.4555,26.911885,411.36738499999996
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-04-06/2026-04-12,Syrups,Chocolate Sauce,pump,118.0,0.0,118.0
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-04-06/2026-04-12,Syrups,Coconut Syrup,pump,141.0,0.0,141.0
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-04-06/2026-04-12,Syrups,Dragon Fruit Syrup,pump,59.0,0.0,59.0
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-04-06/2026-04-12,Syrups,Hazelnut Syrup,pump,8.0,0.0,8.0
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-04-06/2026-04-12,Syrups,Sweetner syrup (optional),pump,71.0,0.0,71.0
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-04-06/2026-04-12,Syrups,Syrup (Customer's Choice),pump,39.0,0.0,39.0
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-04-06/2026-04-12,Syrups,Syrup (Optional),pump,2444.0,0.0,2444.0
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-04-06/2026-04-12,Syrups,Vanilla Syrup,pump,9.0,0.0,9.0
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-04-13/2026-04-19,Coffee,,g,40327.0,2822.8900000000003,43149.89
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-04-13/2026-04-19,Coffee,,ml,122690.628,8588.34396,131278.97196
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-04-13/2026-04-19,Dairy,Coconut Cold Foam,ml,2883.41625,201.83913750000002,3085.2553875000003
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-04-13/2026-04-19,Dairy,Cold Cappuccino Foam,ml,177.441,12.42087,189.86187
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-04-13/2026-04-19,Dairy,Cold Milk,ml,57490.884,4024.3618800000004,61515.24588
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-04-13/2026-04-19,Dairy,Cream Base,g,21.0,1.4700000000000002,22.47
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-04-13/2026-04-19,Dairy,Greek Yogurt,g,35.0,2.45,37.45
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-04-13/2026-04-19,Dairy,Milk,ml,121340.0705,8493.804935,129833.875435
"Qargo Coffee 707 E Ocean, Long Beach, CA",2026-04-13/2026-04-19,Dairy,Whipped Cream (Optional),ml,84.0,5.880000000000001,89.88
