store,week,category,subcategory,unit,consumption,waste,consumption_with_waste
"Qargo Coffee San Antonio, TX",2026-01-26/2026-02-01,Syrups,Vanilla Syrup,pump,10.0,0.0,10.0
"Qargo Coffee San Antonio, TX",2026-02-02/2026-02-08,Coffee,,g,36827.5,2577.925,39405.425
"Qargo Coffee San Antonio, TX",2026-02-02/2026-02-08,Coffee,,ml,22369.066,1565.83462,23934.90062
"Qargo Coffee San Antonio, TX",2026-02-02/2026-02-08,Dairy,Coconut Cold Foam,ml,1109.0062500000001,77.63043750000001,1186.6366875
"Qargo Coffee San Antonio, TX",2026-02-02/2026-02-08,Dairy,Cold Cappuccino Foam,ml,295.735,20.70145,316.43645000000004
"Qargo Coffee San Antonio, TX",2026-02-02/2026-02-08,Dairy,Cold Milk,ml,95404.111,6678.287770000001,102082.39877
"Qargo Coffee San Antonio, TX",2026-02-02/2026-02-08,Dairy,Cream Base,g,24.5,1.715,26.215
"Qargo Coffee San Antonio, TX",2026-02-02/2026-02-08,Dairy,Greek Yogurt,g,13.0,0.9100000000000001,13.91
"Qargo Coffee San Antonio, TX",2026-02-02/2026-02-08,Dairy,Milk,ml,103300.2355,7231.016485,110531.251985
"Qargo Coffee San Antonio, TX",2026-02-02/2026-02-08,Dairy,Whipped Cream,ml,7.0,0.49000000000000005,7.49
"Qargo Coffee San Antonio, TX",2026-02-02/2026-02-08,Dairy,Whipped Cream (Optional),ml,94.0,6.580000000000001,100.58
"Qargo Coffee San Antonio, TX",2026-02-02/2026-02-08,Specialty Milk,Almond Milk,ml,1449.1015,101.437105,1550.538605
"Qargo Coffee San Antonio, TX",2026-02-02/2026-02-08,Specialty Milk,Coconut Milk,ml,591.47,41.4029,632.8729000000001
"Qargo Coffee San Antonio, TX",2026-02-02/2026-02-08,Syrups,Chocolate Sauce,pump,238.0,0.0,238.0
"Qargo Coffee San Antonio, TX",2026-02-02/2026-02-08,Syrups,Coconut Syrup,pump,78.0,0.0,78.0
"Qargo Coffee San Antonio, TX",2026-02-02/2026-02-08,Syrups,Dragon Fruit Syrup,pump,59.0,0.0,59.0
"Qargo Coffee San Antonio, TX",2026-02-02/2026-02-08,Syrups,Hazelnut Syrup,pump,49.0,0.0,49.0
"Qargo Coffee San Antonio, TX",2026-02-02/2026-02-08,Syrups,Rose Syrup,pump,9.0,0.0,9.0
"Qargo Coffee San Antonio, TX",2026-02-02/2026-02-08,Syrups,Sweetner syrup (optional),pump,247.0,0.0,247.0
"Qargo Coffee San Antonio, TX",2026-02-02/2026-02-08,Syrups,Syrup (Customer's Choice),pump,52.0,0.0,52.0
"Qargo Coffee San Antonio, TX",2026-02-02/2026-02-08,Syrups,Syrup (Optional),pump,2250.0,0.0,2250.0
"Qargo Coffee San Antonio, TX",2026-02-02/2026-02-08,Syrups,Vanilla Syrup,pump,14.0,0.0,14.0
"Qargo Coffee San Antonio, TX",2026-02-09/2026-02-15,Coffee,,g,36748.0,2572.36,39320.36
"Qargo Coffee San Antonio, TX",2026-02-09/2026-02-15,Coffee,,ml,20183.627,1412.85389,21596.48089
"Qargo Coffee San Antonio, TX",2026-02-09/2026-02-15,Dairy,Coconut Cold Foam,ml,2291.94625,160.4362375,2452.3824875
"Qargo Coffee San Antonio, TX",2026-02-09/2026-02-15,Dairy,Cold Cappuccino Foam,ml,59.147,4.14029,63.28729
"Qargo Coffee San Antonio, TX",2026-02-09/2026-02-15,Dairy,Cold Milk,ml,96113.875,6727.9712500000005,102841.84625
"Qargo Coffee San Antonio, TX",2026-02-09/2026-02-15,Dairy,Cream Base,g,28.0,1.9600000000000002,29.96
"Qargo Coffee San Antonio, TX",2026-02-09/2026-02-15,Dairy,Greek Yogurt,g,19.0,1.33,20.33
"Qargo Coffee San Antonio, TX",2026-02-09/2026-02-15,Dairy,Milk,ml,106435.02649999999,7450.451855,113885.478355
"Qargo Coffee San Antonio, TX",2026-02-09/2026-02-15,Dairy,Whipped Cream,ml,12.0,0.8400000000000001,12.84
"Qargo Coffee San Antonio, TX",2026-02-09/2026-02-15,Dairy,Whipped Cream (Optional),ml,77.0,5.390000000000001,82.39
"Qargo Coffee San Antonio, TX",2026-02-09/2026-02-15,Specialty Milk,Almond Milk,ml,2070.145,144.91015000000002,2215.05515
"Qargo Coffee San Antonio, TX",2026-02-09/2026-02-15,Specialty Milk,Coconut Milk,ml,1123.7930000000001,78.66551000000001,1202.4585100000002
"Qargo Coffee San Antonio, TX",2026-02-09/2026-02-15,Syrups,Chocolate Sauce,pump,225.0,0.0,225.0
"Qargo Coffee San Antonio, TX",2026-02-09/2026-02-15,Syrups,Coconut Syrup,pump,139.0,0.0,139.0
"Qargo Coffee San Antonio, TX",2026-02-09/2026-02-15,Syrups,Dragon Fruit Syrup,pump,93.0,0.0,93.0
"Qargo Coffee San Antonio, TX",2026-02-09/2026-02-15,Syrups,Hazelnut Syrup,pump,70.0,0.0,70.0
"Qargo Coffee San Antonio, TX",2026-02-09/2026-02-15,Syrups,Rose Syrup,pump,17.0,0.0,17.0
"Qargo Coffee San Antonio, TX",2026-02-09/2026-02-15,Syrups,Sweetner syrup (optional),pump,265.0,0.0,265.0
"Qargo Coffee San Antonio, TX",2026-02-09/2026-02-15,Syrups,Syrup (Customer's Choice),pump,30.0,0.0,30.0
"Qargo Coffee San Antonio, TX",2026-02-09/2026-02-15,Syrups,Syrup (Optional),pump,2187.0,0.0,2187.0
"Qargo Coffee San Antonio, TX",2026-02-09/2026-02-15,Syrups,Vanilla Syrup,pump,7.0,0.0,7.0
"Qargo Coffee San Antonio, TX",2026-02-16/2026-02-22,Coffee,,g,35330.0,2473.1000000000004,37803.1
"Qargo Coffee San Antonio, TX",2026-02-16/2026-02-22,Coffee,,ml,19172.628,1342.0839600000002,20514.71196
"Qargo Coffee San Antonio, TX",2026-02-16/2026-02-22,Dairy,Coconut Cold Foam,ml,3327.01875,232.89131250000003,3559.9100625
"Qargo Coffee San Antonio, TX",2026-02-16/2026-02-22,Dairy,Cold Cappuccino Foam,ml,414.029,28.98203,443.01103
"Qargo Coffee San Antonio, TX",2026-02-16/2026-02-22,Dairy,Cold Milk,ml,94516.906,6616.183420000001,101133.08942
"Qargo Coffee San Antonio, TX",2026-02-16/2026-02-22,Dairy,Cream Base,g,21.0,1.4700000000000002,22.47
"Qargo Coffee San Antonio, TX",2026-02-16/2026-02-22,Dairy,Greek Yogurt,g,14.0,0.9800000000000001,14.98
"Qargo Coffee San Antonio, TX",2026-02-16/2026-02-22,Dairy,Milk,ml,100342.8855,7024.001985000001,107366.887485
"Qargo Coffee San Antonio, TX",2026-02-16/2026-02-22,Dairy,Whipped Cream,ml,7.0,0.49000000000000005,7.49
"Qargo Coffee San Antonio, TX",2026-02-16/2026-02-22,Dairy,Whipped Cream (Optional),ml,89.0,6.23,95.23
"Qargo Coffee San Antonio, TX",2026-02-16/2026-02-22,Specialty Milk,Almond Milk,ml,650.617,45.54319,696.16019
"Qargo Coffee San Antonio, TX",2026-02-16/2026-02-22,Specialty Milk,Coconut Milk,ml,561.8965,39.332755,601.229255
"Qargo Coffee San Antonio, TX",2026-02-16/2026-02-22,Syrups,Chocolate Sauce,pump,220.0,0.0,220.0
"Qargo Coffee San Antonio, TX",2026-02-16/2026-02-22,Syrups,Coconut Syrup,pump,200.0,0.0,200.0
"Qargo Coffee San Antonio, TX",2026-02-16/2026-02-22,Syrups,Dragon Fruit Syrup,pump,84.0,0.0,84.0
"Qargo Coffee San Antonio, TX",2026-02-16/2026-02-22,Syrups,Hazelnut Syrup,pump,22.0,0.0,22.0
"Qargo Coffee San Antonio, TX",2026-02-16/2026-02-22,Syrups,Rose Syrup,pump,24.0,0.0,24.0
"Qargo Coffee San Antonio, TX",2026-02-16/2026-02-22,Syrups,Sweetner syrup (optional),pump,224.0,0.0,224.0
"Qargo Coffee San Antonio, TX",2026-02-16/2026-02-22,Syrups,Syrup (Customer's Choice),pump,60.0,0.0,60.0
"Qargo Coffee San Antonio, TX",2026-02-16/2026-02-22,Syrups,Syrup (Optional),pump,2069.0,0.0,2069.0
"Qargo Coffee San Antonio, TX",2026-02-16/2026-02-22,Syrups,Vanilla Syrup,pump,9.0,0.0,9.0
"Qargo Coffee San Antonio, TX",2026-02-23/2026-03-01,Coffee,,g,38817.0,2717.19,41534.19
"Qargo Coffee San Antonio, TX",2026-02-23/2026-03-01,Coffee,,ml,18344.82,1284.1374,19628.9574
"Qargo Coffee San Antonio, TX",2026-02-23/2026-03-01,Dairy,Coconut Cold Foam,ml,2957.3500000000004,207.01450000000006,3164.3645000000006
"Qargo Coffee San Antonio, TX",2026-02-23/2026-03-01,Dairy,Cold Cappuccino Foam,ml,236.588,16.56116,253.14916
"Qargo Coffee San Antonio, TX",2026-02-23/2026-03-01,Dairy,Cold Milk,ml,101141.37000000001,7079.895900000001,108221.26590000001
"Qargo Coffee San Antonio, TX",2026-02-23/2026-03-01,Dairy,Cream Base,g,52.5,3.6750000000000003,56.175
"Qargo Coffee San Antonio, TX",2026-02-23/2026-03-01,Dairy,Greek Yogurt,g,19.0,1.33,20.33
"Qargo Coffee San Antonio, TX",2026-02-23/2026-03-01,Dairy,Milk,ml,103433.31625,7240.3321375000005,110673.6483875
"Qargo Coffee San Antonio, TX",2026-02-23/2026-03-01,Dairy,Whipped Cream,ml,9.0,0.6300000000000001,9.63
"Qargo Coffee San Antonio, TX",2026-02-23/2026-03-01,Dairy,Whipped Cream (Optional),ml,92.0,6.44,98.44
"Qargo Coffee San Antonio, TX",2026-02-23/2026-03-01,Specialty Milk,Almond Milk,ml,1094.2195,76.595365,1170.8148649999998
"Qargo Coffee San Antonio, TX",2026-02-23/2026-03-01,Specialty Milk,Coconut Milk,ml,1005.499,70.38493000000001,1075.88393
"Qargo Coffee San Antonio, TX",2026-02-23/2026-03-01,Syrups,Chocolate Sauce,pump,234.0,0.0,234.0
"Qargo Coffee San Antonio, TX",2026-02-23/2026-03-01,Syrups,Coconut Syrup,pump,180.0,0.0,180.0
"Qargo Coffee San Antonio, TX",2026-02-23/2026-03-01,Syrups,Dragon Fruit Syrup,pump,74.0,0.0,74.0
"Qargo Coffee San Antonio, TX",2026-02-23/2026-03-01,Syrups,Hazelnut Syrup,pump,37.0,0.0,37.0
"Qargo Coffee San Antonio, TX",2026-02-23/2026-03-01,Syrups,Rose Syrup,pump,10.0,0.0,10.0
"Qargo Coffee San Antonio, TX",2026-02-23/2026-03-01,Syrups,Sweetner syrup (optional),pump,203.0,0.0,203.0
"Qargo Coffee San Antonio, TX",2026-02-23/2026-03-01,Syrups,Syrup (Customer's Choice),pump,108.0,0.0,108.0
"Qargo Coffee San Antonio, TX",2026-02-23/2026-03-01,Syrups,Syrup (Optional),pump,2219.0,0.0,2219.0
"Qargo Coffee San Antonio, TX",2026-02-23/2026-03-01,Syrups,Vanilla Syrup,pump,13.0,0.0,13.0
"Qargo Coffee San Antonio, TX",2026-03-02/2026-03-08,Coffee,,g,48787.0,3415.09,52202.09
"Qargo Coffee San Antonio, TX",2026-03-02/2026-03-08,Coffee,,ml,22371.566,1566.00962,23937.57562
"Qargo Coffee San Antonio, TX",2026-03-02/2026-03-08,Dairy,Coconut Cold Foam,ml,3179.15125,222.54058750000002,3401.6918375
"Qargo Coffee San Antonio, TX",2026-03-02/2026-03-08,Dairy,Cold Cappuccino Foam,ml,236.588,16.56116,253.14916
"Qargo Coffee San Antonio, TX",2026-03-02/2026-03-08,Dairy,Cold Milk,ml,108653.039,7605.712730000001,116258.75173
"Qargo Coffee San Antonio, TX",2026-03-02/2026-03-08,Dairy,Cream Base,g,17.5,1.225,18.725
"Qargo Coffee San Antonio, TX",2026-03-02/2026-03-08,Dairy,Greek Yogurt,g,25.0,1.7500000000000002,26.75
"Qargo Coffee San Antonio, TX",2026-03-02/2026-03-08,Dairy,Milk,ml,146314.89125,10242.0423875,156556.93363749998
"Qargo Coffee San Antonio, TX",2026-03-02/2026-03-08,Dairy,Whipped Cream,ml,14.0,0.9800000000000001,14.98
"Qargo Coffee San Antonio, TX",2026-03-02/2026-03-08,Dairy,Whipped Cream (Optional),ml,109.0,7.630000000000001,116.63
"Qargo Coffee San Antonio, TX",2026-03-02/2026-03-08,Specialty Milk,Almond Milk,ml,1685.6895,117.998265,1803.687765
"Qargo Coffee San Antonio, TX",2026-03-02/2026-03-08,Specialty Milk,Coconut Milk,ml,1212.5135,84.87594500000002,1297.389445
"Qargo Coffee San Antonio, TX",2026-03-02/2026-03-08,Syrups,Chocolate Sauce,pump,270.0,0.0,270.0
"Qargo Coffee San Antonio, TX",2026-03-02/2026-03-08,Syrups,Coconut Syrup,pump,206.0,0.0,206.0
"Qargo Coffee San Antonio, TX",2026-03-02/2026-03-08,Syrups,Dragon Fruit Syrup,pump,75.0,0.0,75.0
"Qargo Coffee San Antonio, TX",2026-03-02/2026-03-08,Syrups,Hazelnut Syrup,pump,57.0,0.0,57.0
"Qargo Coffee San Antonio, TX",2026-03-02/2026-03-08,Syrups,Rose Syrup,pump,32.0,0.0,32.0
"Qargo Coffee San Antonio, TX",2026-03-02/2026-03-08,Syrups,Sweetner syrup (optional),pump,181.0,0.0,181.0
"Qargo Coffee San Antonio, TX",2026-03-02/2026-03-08,Syrups,Syrup (Customer's Choice),pump,116.0,0.0,116.0
"Qargo Coffee San Antonio, TX",2026-03-02/2026-03-08,Syrups,Syrup (Optional),pump,2810.0,0.0,2810.0
"Qargo Coffee San Antonio, TX",2026-03-02/2026-03-08,Syrups,Vanilla Syrup,pump,3.0,0.0,3.0
"Qargo Coffee San Antonio, TX",2026-03-09/2026-03-15,Coffee,,g,40265.5,2818.5850000000005,43084.085
"Qargo Coffee San Antonio, TX",2026-03-09/2026-03-15,Coffee,,ml,22841.992,1598.93944,24440.93144
"Qargo Coffee San Antonio, TX",2026-03-09/2026-03-15,Dairy,Coconut Cold Foam,ml,3031.28375,212.18986250000003,3243.4736125
"Qargo Coffee San Antonio, TX",2026-03-09/2026-03-15,Dairy,Cold Cappuccino Foam,ml,295.735,20.70145,316.43645000000004
"Qargo Coffee San Antonio, TX",2026-03-09/2026-03-15,Dairy,Cold Milk,ml,91382.115,6396.748050000001,97778.86305
"Qargo Coffee San Antonio, TX",2026-03-09/2026-03-15,Dairy,Cream Base,g,35.0,2.45,37.45
"Qargo Coffee San Antonio, TX",2026-03-09/2026-03-15,Dairy,Greek Yogurt,g,7.0,0.49000000000000005,7.49
"Qargo Coffee San Antonio, TX",2026-03-09/2026-03-15,Dairy,Milk,ml,118057.412,8264.01884,126321.43084
"Qargo Coffee San Antonio, TX",2026-03-09/2026-03-15,Dairy,Whipped Cream,ml,11.0,0.77,11.77
"Qargo Coffee San Antonio, TX",2026-03-09/2026-03-15,Dairy,Whipped Cream (Optional),ml,99.0,6.930000000000001,105.93
"Qargo Coffee San Antonio, TX",2026-03-09/2026-03-15,Specialty Milk,Almond Milk,ml,975.9255,68.31478500000001,1044.240285
"Qargo Coffee San Antonio, TX",2026-03-09/2026-03-15,Specialty Milk,Coconut Milk,ml,887.205,62.10435000000001,949.30935
"Qargo Coffee San Antonio, TX",2026-03-09/2026-03-15,Syrups,Chocolate Sauce,pump,194.0,0.0,194.0
"Qargo Coffee San Antonio, TX",2026-03-09/2026-03-15,Syrups,Coconut Syrup,pump,204.0,0.0,204.0
"Qargo Coffee San Antonio, TX",2026-03-09/2026-03-15,Syrups,Dragon Fruit Syrup,pump,107.0,0.0,107.0
"Qargo Coffee San Antonio, TX",2026-03-09/2026-03-15,Syrups,Hazelnut Syrup,pump,33.0,0.0,33.0
"Qargo Coffee San Antonio, TX",2026-03-09/2026-03-15,Syrups,Rose Syrup,pump,9.0,0.0,9.0
"Qargo Coffee San Antonio, TX",2026-03-09/2026-03-15,Syrups,Sweetner syrup (optional),pump,142.0,0.0,142.0
"Qargo Coffee San Antonio, TX",2026-03-09/2026-03-15,Syrups,Syrup (Customer's Choice),pump,138.0,0.0,138.0
"Qargo Coffee San Antonio, TX",2026-03-09/2026-03-15,Syrups,Syrup (Optional),pump,2329.0,0.0,2329.0
"Qargo Coffee San Antonio, TX",2026-03-09/2026-03-15,Syrups,Vanilla Syrup,pump,2.0,0.0,2.0
"Qargo Coffee San Antonio, TX",2026-03-16/2026-03-22,Coffee,,g,41440.5,2900.8350000000005,44341.335
"Qargo Coffee San Antonio, TX",2026-03-16/2026-03-22,Coffee,,ml,31715.542,2220.0879400000003,33935.62994
"Qargo Coffee San Antonio, TX",2026-03-16/2026-03-22,Dairy,Coconut Cold Foam,ml,3179.15125,222.54058750000002,3401.6918375
"Qargo Coffee San Antonio, TX",2026-03-16/2026-03-22,Dairy,Cold Cappuccino Foam,ml,236.588,16.56116,253.14916
"Qargo Coffee San Antonio, TX",2026-03-16/2026-03-22,Dairy,Cold Milk,ml,99662.69499999999,6976.38865,106639.08364999999
"Qargo Coffee San Antonio, TX",2026-03-16/2026-03-22,Dairy,Cream Base,g,45.5,3.1850000000000005,48.685
"Qargo Coffee San Antonio, TX",2026-03-16/2026-03-22,Dairy,Greek Yogurt,g,29.0,2.0300000000000002,31.03
"Qargo Coffee San Antonio, TX",2026-03-16/2026-03-22,Dairy,Milk,ml,127520.932,8926.465240000001,136447.39724
"Qargo Coffee San Antonio, TX",2026-03-16/2026-03-22,Dairy,Whipped Cream,ml,15.0,1.05,16.05
"Qargo Coffee San Antonio, TX",2026-03-16/2026-03-22,Dairy,Whipped Cream (Optional),ml,92.0,6.44,98.44
"Qargo Coffee San Antonio, TX",2026-03-16/2026-03-22,Specialty Milk,Almond Milk,ml,1981.4244999999999,138.699715,2120.124215
"Qargo Coffee San Antonio, TX",2026-03-16/2026-03-22,Specialty Milk,Coconut Milk,ml,1271.6605,89.01623500000001,1360.676735
"Qargo Coffee San Antonio, TX",2026-03-16/2026-03-22,Syrups,Chocolate Sauce,pump,208.0,0.0,208.0
"Qargo Coffee San Antonio, TX",2026-03-16/2026-03-22,Syrups,Coconut Syrup,pump,226.0,0.0,226.0
"Qargo Coffee San Antonio, TX",2026-03-16/2026-03-22,Syrups,Dragon Fruit Syrup,pump,135.0,0.0,135.0
"Qargo Coffee San Antonio, TX",2026-03-16/2026-03-22,Syrups,Hazelnut Syrup,pump,67.0,0.0,67.0
"Qargo Coffee San Antonio, TX",2026-03-16/2026-03-22,Syrups,Pure Cane Syrup,pump,3.0,0.0,3.0
"Qargo Coffee San Antonio, TX",2026-03-16/2026-03-22,Syrups,Rose Syrup,pump,4.0,0.0,4.0
"Qargo Coffee San Antonio, TX",2026-03-16/2026-03-22,Syrups,Sweetner syrup (optional),pump,215.0,0.0,215.0
"Qargo Coffee San Antonio, TX",2026-03-16/2026-03-22,Syrups,Syrup (Customer's Choice),pump,134.0,0.0,134.0
"Qargo Coffee San Antonio, TX",2026-03-16/2026-03-22,Syrups,Syrup (Optional),pump,2419.0,0.0,2419.0
"Qargo Coffee San Antonio, TX",2026-03-16/2026-03-22,Syrups,Vanilla Syrup,pump,7.0,0.0,7.0
"Qargo Coffee San Antonio, TX",2026-03-23/2026-03-29,Coffee,,g,44113.0,3087.9100000000003,47200.91
"Qargo Coffee San Antonio, TX",2026-03-23/2026-03-29,Coffee,,ml,16929.292,1185.0504400000002,18114.34244
"Qargo Coffee San Antonio, TX",2026-03-23/2026-03-29,Dairy,Coconut Cold Foam,ml,4436.025,310.52175,4746.5467499999995
"Qargo Coffee San Antonio, TX",2026-03-23/2026-03-29,Dairy,Cold Cappuccino Foam,ml,236.588,16.56116,253.14916
"Qargo Coffee San Antonio, TX",2026-03-23/2026-03-29,Dairy,Cold Milk,ml,98184.02,6872.881400000001,105056.9014
"Qargo Coffee San Antonio, TX",2026-03-23/2026-03-29,Dairy,Cream Base,g,14.0,0.9800000000000001,14.98
"Qargo Coffee San Antonio, TX",2026-03-23/2026-03-29,Dairy,Greek Yogurt,g,24.0,1.6800000000000002,25.68
"Qargo Coffee San Antonio, TX",2026-03-23/2026-03-29,Dairy,Milk,ml,129236.19499999999,9046.533650000001,138282.72865
"Qargo Coffee San Antonio, TX",2026-03-23/2026-03-29,Dairy,Whipped Cream,ml,15.0,1.05,16.05
"Qargo Coffee San Antonio, TX",2026-03-23/2026-03-29,Dairy,Whipped Cream (Optional),ml,121.0,8.47,129.47
"Qargo Coffee San Antonio, TX",2026-03-23/2026-03-29,Specialty Milk,Almond Milk,ml,1715.263,120.06841,1835.33141
"Qargo Coffee San Antonio, TX",2026-03-23/2026-03-29,Specialty Milk,Coconut Milk,ml,857.6315,60.034205,917.665705
"Qargo Coffee San Antonio, TX",2026-03-23/2026-03-29,Syrups,Chocolate Sauce,pump,260.0,0.0,260.0
"Qargo Coffee San Antonio, TX",2026-03-23/2026-03-29,Syrups,Coconut Syrup,pump,283.0,0.0,283.0
"Qargo Coffee San Antonio, TX",2026-03-23/2026-03-29,Syrups,Dragon Fruit Syrup,pump,101.0,0.0,101.0
"Qargo Coffee San Antonio, TX",2026-03-23/2026-03-29,Syrups,Hazelnut Syrup,pump,58.0,0.0,58.0
"Qargo Coffee San Antonio, TX",2026-03-23/2026-03-29,Syrups,Sweetner syrup (optional),pump,168.0,0.0,168.0
"Qargo Coffee San Antonio, TX",2026-03-23/2026-03-29,Syrups,Syrup (Customer's Choice),pump,181.0,0.0,181.0
"Qargo Coffee San Antonio, TX",2026-03-23/2026-03-29,Syrups,Syrup (Optional),pump,2342.0,0.0,2342.0
"Qargo Coffee San Antonio, TX",2026-03-30/2026-04-05,Coffee,,g,43210.0,3024.7000000000003,46234.7
"Qargo Coffee San Antonio, TX",2026-03-30/2026-04-05,Coffee,,ml,20123.73,1408.6611,21532.3911
"Qargo Coffee San Antonio, TX",2026-03-30/2026-04-05,Dairy,Coconut Cold Foam,ml,4214.22375,294.99566250000004,4509.2194125000005
"Qargo Coffee San Antonio, TX",2026-03-30/2026-04-05,Dairy,Cold Cappuccino Foam,ml,354.882,24.84174,379.72374
"Qargo Coffee San Antonio, TX",2026-03-30/2026-04-05,Dairy,Cold Milk,ml,94102.87700000001,6587.201390000001,100690.07839000001
"Qargo Coffee San Antonio, TX",2026-03-30/2026-04-05,Dairy,Cream Base,g,28.0,1.9600000000000002,29.96
"Qargo Coffee San Antonio, TX",2026-03-30/2026-04-05,Dairy,Greek Yogurt,g,16.0,1.12,17.12
"Qargo Coffee San Antonio, TX",2026-03-30/2026-04-05,Dairy,Milk,ml,139453.83925,9761.7687475,149215.6079975
"Qargo Coffee San Antonio, TX",2026-03-30/2026-04-05,Dairy,Whipped Cream,ml,16.0,1.12,17.12
"Qargo Coffee San Antonio, TX",2026-03-30/2026-04-05,Dairy,Whipped Cream (Optional),ml,102.0,7.140000000000001,109.14
"Qargo Coffee San Antonio, TX",2026-03-30/2026-04-05,Specialty Milk,Almond Milk,ml,1389.9545,97.29681500000001,1487.251315
"Qargo Coffee San Antonio, TX",2026-03-30/2026-04-05,Specialty Milk,Coconut Milk,ml,1094.2195,76.595365,1170.8148649999998
"Qargo Coffee San Antonio, TX",2026-03-30/2026-04-05,Syrups,Chocolate Sauce,pump,238.0,0.0,238.0
"Qargo Coffee San Antonio, TX",2026-03-30/2026-04-05,Syrups,Coconut Syrup,pump,257.0,0.0,257.0
"Qargo Coffee San Antonio, TX",2026-03-30/2026-04-05,Syrups,Dragon Fruit Syrup,pump,51.0,0.0,51.0
"Qargo Coffee San Antonio, TX",2026-03-30/2026-04-05,Syrups,Hazelnut Syrup,pump,47.0,0.0,47.0
"Qargo Coffee San Antonio, TX",2026-03-30/2026-04-05,Syrups,Sweetner syrup (optional),pump,160.0,0.0,160.0
"Qargo Coffee San Antonio, TX",2026-03-30/2026-04-05,Syrups,Syrup (Customer's Choice),pump,125.0,0.0,125.0
"Qargo Coffee San Antonio, TX",2026-03-30/2026-04-05,Syrups,Syrup (Optional),pump,2464.0,0.0,2464.0
"Qargo Coffee San Antonio, TX",2026-04-06/2026-04-12,Coffee,,g,38934.5,2725.4150000000004,41659.915
"Qargo Coffee San Antonio, TX",2026-04-06/2026-04-12,Coffee,,ml,19767.848,1383.7493600000003,21151.597360000003
"Qargo Coffee San Antonio, TX",2026-04-06/2026-04-12,Dairy,Coconut Cold Foam,ml,3622.7537500000003,253.59276250000005,3876.3465125000002
"Qargo Coffee San Antonio, TX",2026-04-06/2026-04-12,Dairy,Cold Cappuccino Foam,ml,354.882,24.84174,379.72374
"Qargo Coffee San Antonio, TX",2026-04-06/2026-04-12,Dairy,Cold Milk,ml,85704.003,5999.280210000001,91703.28321
"Qargo Coffee San Antonio, TX",2026-04-06/2026-04-12,Dairy,Cream Base,g,42.0,2.9400000000000004,44.94
"Qargo Coffee San Antonio, TX",2026-04-06/2026-04-12,Dairy,Greek Yogurt,g,9.0,0.6300000000000001,9.63
"Qargo Coffee San Antonio, TX",2026-04-06/2026-04-12,Dairy,Milk,ml,116297.78874999999,8140.8452125,124438.6339625
"Qargo Coffee San Antonio, TX",2026-04-06/2026-04-12,Dairy,Whipped Cream,ml,11.0,0.77,11.77
"Qargo Coffee San Antonio, TX",2026-04-06/2026-04-12,Dairy,Whipped Cream (Optional),ml,89.0,6.23,95.23
"Qargo Coffee San Antonio, TX",2026-04-06/2026-04-12,Specialty Milk,Almond Milk,ml,1744.8365,122.138555,1866.9750549999999
"Qargo Coffee San Antonio, TX",2026-04-06/2026-04-12,Specialty Milk,Coconut Milk,ml,857.6315,60.034205,917.665705
"Qargo Coffee San Antonio, TX",2026-04-06/2026-04-12,Syrups,Chocolate Sauce,pump,236.0,0.0,236.0
"Qargo Coffee San Antonio, TX",2026-04-06/2026-04-12,Syrups,Coconut Syrup,pump,220.0,0.0,220.0
"Qargo Coffee San Antonio, TX",2026-04-06/2026-04-12,Syrups,Dragon Fruit Syrup,pump,52.0,0.0,52.0
"Qargo Coffee San Antonio, TX",2026-04-06/2026-04-12,Syrups,Hazelnut Syrup,pump,59.0,0.0,59.0
"Qargo Coffee San Antonio, TX",2026-04-06/2026-04-12,Syrups,Sweetner syrup (optional),pump,114.0,0.0,114.0
"Qargo Coffee San Antonio, TX",2026-04-06/2026-04-12,Syrups,Syrup (Customer's Choice),pump,88.0,0.0,88.0
"Qargo Coffee San Antonio, TX",2026-04-06/2026-04-12,Syrups,Syrup (Optional),pump,2297.0,0.0,2297.0
"Qargo Coffee San Antonio, TX",2026-04-13/2026-04-19,Coffee,,g,43525.0,3046.7500000000005,46571.75
"Qargo Coffee San Antonio, TX",2026-04-13/2026-04-19,Coffee,,ml,26512.356,1855.8649200000002,28368.22092
"Qargo Coffee San Antonio, TX",2026-04-13/2026-04-19,Dairy,Coconut Cold Foam,ml,2587.68125,181.13768750000003,2768.8189375
"Qargo Coffee San Antonio, TX",2026-04-13/2026-04-19,Dairy,Cold Cappuccino Foam,ml,414.029,28.98203,443.01103
"Qargo Coffee San Antonio, TX",2026-04-13/2026-04-19,Dairy,Cold Milk,ml,98952.931,6926.70517,105879.63617
"Qargo Coffee San Antonio, TX",2026-04-13/2026-04-19,Dairy,Cream Base,g,21.0,1.4700000000000002,22.47
"Qargo Coffee San Antonio, TX",2026-04-13/2026-04-19,Dairy,Greek Yogurt,g,12.0,0.8400000000000001,12.84
"Qargo Coffee San Antonio, TX",2026-04-13/2026-04-19,Dairy,Milk,ml,124445.288,8711.170160000001,133156.45816
"Qargo Coffee San Antonio, TX",2026-04-13/2026-04-19,Dairy,Whipped Cream,ml,11.0,0.77,11.77
"Qargo Coffee San Antonio, TX",2026-04-13/2026-04-19,Dairy,Whipped Cream (Optional),ml,116.0,8.120000000000001,124.12
"Qargo Coffee San Antonio, TX",2026-04-13/2026-04-19,Specialty Milk,Almond Milk,ml,768.9110000000001,53.82377000000001,822.73477
