product_name,category,ingredient,unit,size,quantity
Caffé Latte,01. Hot Classics,Espresso,Shot,size_1,2 Standard
Caffé Latte,01. Hot Classics,Espresso,Shot,size_2,2 Lungo
Caffé Latte,01. Hot Classics,Espresso,Shot,size_3,3 Standard
Caffé Latte,01. Hot Classics,Milk,Oz,size_1,12
Caffé Latte,01. Hot Classics,Milk,Oz,size_2,14
Caffé Latte,01. Hot Classics,Milk,Oz,size_3,16
Caffé Latte,01. Hot Classics,Syrup (Optional),Pump,size_1,4
Caffé Latte,01. Hot Classics,Syrup (Optional),Pump,size_2,5
Caffé Latte,01. Hot Classics,Syrup (Optional),Pump,size_3,6
Drip Coffee,01. Hot Classics,Syrup (Optional),Pump,size_1,4
Drip Coffee,01. Hot Classics,Syrup (Optional),Pump,size_2,5
Drip Coffee,01. Hot Classics,Syrup (Optional),Pump,size_3,6
Cappuccino,01. Hot Classics,Espresso,Shot,size_1,2 Standard
Cappuccino,01. Hot Classics,Espresso,Shot,size_2,2 Lungo
Cappuccino,01. Hot Classics,Espresso,Shot,size_3,3 Standard
Cappuccino,01. Hot Classics,Milk,Oz,size_1,6
Cappuccino,01. Hot Classics,Milk,Oz,size_2,8
Cappuccino,01. Hot Classics,Milk,Oz,size_3,10
Cappuccino,01. Hot Classics,Syrup (Optional),Pump,size_1,4
Cappuccino,01. Hot Classics,Syrup (Optional),Pump,size_2,5
Cappuccino,01. Hot Classics,Syrup (Optional),Pump,size_3,6
Caffé Americano,01. Hot Classics,Hot Water,Oz,size_1,12
Caffé Americano,01. Hot Classics,Hot Water,Oz,size_2,15
Caffé Americano,01. Hot Classics,Hot Water,Oz,size_3,18
Caffé Americano,01. Hot Classics,Espresso,Shot,size_1,3 Standard
Caffé Americano,01. Hot Classics,Espresso,Shot,size_2,4 Standard
Caffé Americano,01. Hot Classics,Espresso,Shot,size_3,5 Standard
Mocha,01. Hot Classics,Espresso,Shot,size_1,2 Standard
Mocha,01. Hot Classics,Espresso,Shot,size_2,2 Lungo
Mocha,01. Hot Classics,Espresso,Shot,size_3,3 Standard
Mocha,01. Hot Classics,Chocolate Sauce,Pump,size_1,2
Mocha,01. Hot Classics,Chocolate Sauce,Pump,size_2,3
Mocha,01. Hot Classics,Chocolate Sauce,Pump,size_3,4
Mocha,01. Hot Classics,Milk,Oz,size_1,10
Mocha,01. Hot Classics,Milk,Oz,size_2,12
Mocha,01. Hot Classics,Milk,Oz,size_3,14
Mocha,01. Hot Classics,Whipped Cream (Optional),Rosette,size_1,1
Mocha,01. Hot Classics,Whipped Cream (Optional),Rosette,size_2,1
Mocha,01. Hot Classics,Whipped Cream (Optional),Rosette,size_3,1
White Mocha,01. Hot Classics,Espresso,Shot,size_1,2 Standard
White Mocha,01. Hot Classics,Espresso,Shot,size_2,2 Lungo
White Mocha,01. Hot Classics,Espresso,Shot,size_3,3 Standard
White Mocha,01. Hot Classics,White Chocolate Sauce,Pump,size_1,2
White Mocha,01. Hot Classics,White Chocolate Sauce,Pump,size_2,3
White Mocha,01. Hot Classics,White Chocolate Sauce,Pump,size_3,4
White Mocha,01. Hot Classics,Milk,Oz,size_1,10
White Mocha,01. Hot Classics,Milk,Oz,size_2,12
White Mocha,01. Hot Classics,Milk,Oz,size_3,14
White Mocha,01. Hot Classics,Whipped Cream (Optional),Rosette,size_1,1
White Mocha,01. Hot Classics,Whipped Cream (Optional),Rosette,size_2,1
White Mocha,01. Hot Classics,Whipped Cream (Optional),Rosette,size_3,1
Latte Macchiato,01. Hot Classics,Syrup (Optional),Pump,size_1,4
Latte Macchiato,01. Hot Classics,Syrup (Optional),Pump,size_2,5
Latte Macchiato,01. Hot Classics,Syrup (Optional),Pump,size_3,6
Latte Macchiato,01. Hot Classics,Milk,Oz,size_1,12
Latte Macchiato,01. Hot Classics,Milk,Oz,size_2,14
Latte Macchiato,01. Hot Classics,Milk,Oz,size_3,16
Latte Macchiato,01. Hot Classics,Espresso,Shot,size_1,2 Standard
Latte Macchiato,01. Hot Classics,Espresso,Shot,size_2,2 Lungo
Latte Macchiato,01. Hot Classics,Espresso,Shot,size_3,3 Standard
Chai Tea Latte,01. Hot Classics,Chai Tea Concentrate,Pump,size_1,5
Chai Tea Latte,01. Hot Classics,Chai Tea Concentrate,Pump,size_2,6
Chai Tea Latte,01. Hot Classics,Chai Tea Concentrate,Pump,size_3,7
Chai Tea Latte,01. Hot Classics,Milk,Oz,size_1,12
Chai Tea Latte,01. Hot Classics,Milk,Oz,size_2,15
Chai Tea Latte,01. Hot Classics,Milk,Oz,size_3,18
Matcha Latte,01. Hot Classics,Matcha (Culinary Grade),Tsp,size_1,3
Matcha Latte,01. Hot Classics,Matcha (Culinary Grade),Tsp,size_2,4
Matcha Latte,01. Hot Classics,Matcha (Culinary Grade),Tsp,size_3,5
Matcha Latte,01. Hot Classics,Hot Water,Oz,size_1,2
Matcha Latte,01. Hot Classics,Hot Water,Oz,size_2,2
Matcha Latte,01. Hot Classics,Hot Water,Oz,size_3,2
Matcha Latte,01. Hot Classics,Syrup (Optional),Pump,size_1,3
Matcha Latte,01. Hot Classics,Syrup (Optional),Pump,size_2,3
Matcha Latte,01. Hot Classics,Syrup (Optional),Pump,size_3,4
Matcha Latte,01. Hot Classics,Milk,Oz,size_1,13
Matcha Latte,01. Hot Classics,Milk,Oz,size_2,16
Matcha Latte,01. Hot Classics,Milk,Oz,size_3,19
Hot Chocolate,01. Hot Classics,Chocolate Sauce,Pump,size_1,2
Hot Chocolate,01. Hot Classics,Chocolate Sauce,Pump,size_2,3
Hot Chocolate,01. Hot Classics,Chocolate Sauce,Pump,size_3,4
Hot Chocolate,01. Hot Classics,Milk,Oz,size_1,9
Hot Chocolate,01. Hot Classics,Milk,Oz,size_2,12
Hot Chocolate,01. Hot Classics,Milk,Oz,size_3,15
Hot Chocolate,01. Hot Classics,Whipped Cream (Optional),Rosette,size_1,1
Hot Chocolate,01. Hot Classics,Whipped Cream (Optional),Rosette,size_2,1
Hot Chocolate,01. Hot Classics,Whipped Cream (Optional),Rosette,size_3,1
Flat White,01. Hot Classics,Espresso,Shot,size_1,2 Standard
Flat White,01. Hot Classics,Milk,Oz,size_1,5
Caffé Au Lait,01. Hot Classics,Brewed Coffee,Oz,size_1,8
Caffé Au Lait,01. Hot Classics,Brewed Coffee,Oz,size_2,10
Caffé Au Lait,01. Hot Classics,Brewed Coffee,Oz,size_3,12
Caffé Au Lait,01. Hot Classics,Milk,Oz,size_1,8
Caffé Au Lait,01. Hot Classics,Milk,Oz,size_2,10
Caffé Au Lait,01. Hot Classics,Milk,Oz,size_3,12
Espresso,01. Hot Classics,Ground Espresso,Gr,size_1,16
Espresso,01. Hot Classics,Standard Espresso Shot,Oz,size_1,2
Espresso,01. Hot Classics,Lungo Espresso Shot,Oz,size_1,3
Iced Latte,01.1 Iced Classics,Ice Cubes,Cup,size_1,0.75
Iced Latte,01.1 Iced Classics,Ice Cubes,Cup,size_2,0.75
Iced Latte,01.1 Iced Classics,Ice Cubes,Cup,size_3,0.75
Iced Latte,01.1 Iced Classics,Cold Milk,Oz,size_1,8
Iced Latte,01.1 Iced Classics,Cold Milk,Oz,size_2,10
Iced Latte,01.1 Iced Classics,Cold Milk,Oz,size_3,12
Iced Latte,01.1 Iced Classics,Espresso,Shot,size_1,2 Standard
Iced Latte,01.1 Iced Classics,Espresso,Shot,size_2,2 Lungo
Iced Latte,01.1 Iced Classics,Espresso,Shot,size_3,3 Standard
Iced Latte,01.1 Iced Classics,Syrup (Optional),Pump,size_1,4
Iced Latte,01.1 Iced Classics,Syrup (Optional),Pump,size_2,5
Iced Latte,01.1 Iced Classics,Syrup (Optional),Pump,size_3,6
Iced Coffee,01.1 Iced Classics,Ice Cubes,Cup,size_1,0.75
Iced Coffee,01.1 Iced Classics,Ice Cubes,Cup,size_2,0.75
Iced Coffee,01.1 Iced Classics,Ice Cubes,Cup,size_3,0.75
Iced Coffee,01.1 Iced Classics,Syrup (Optional),Pumps,size_1,4
Iced Coffee,01.1 Iced Classics,Syrup (Optional),Pumps,size_2,5
Iced Coffee,01.1 Iced Classics,Syrup (Optional),Pumps,size_3,6
Iced Cappuccino,01.1 Iced Classics,Cold Cappuccino Foam,Oz,size_1,2
Iced Cappuccino,01.1 Iced Classics,Cold Cappuccino Foam,Oz,size_2,2
Iced Cappuccino,01.1 Iced Classics,Cold Cappuccino Foam,Oz,size_3,2
Iced Cappuccino,01.1 Iced Classics,Ice Cubes,Cup,size_1,0.6
Iced Cappuccino,01.1 Iced Classics,Ice Cubes,Cup,size_2,0.6
Iced Cappuccino,01.1 Iced Classics,Ice Cubes,Cup,size_3,0.6
Iced Cappuccino,01.1 Iced Classics,Cold Milk,Oz,size_1,6
Iced Cappuccino,01.1 Iced Classics,Cold Milk,Oz,size_2,8
Iced Cappuccino,01.1 Iced Classics,Cold Milk,Oz,size_3,10
Iced Cappuccino,01.1 Iced Classics,Espresso,Shot,size_1,2 Standard
Iced Cappuccino,01.1 Iced Classics,Espresso,Shot,size_2,2 Lungo
Iced Cappuccino,01.1 Iced Classics,Espresso,Shot,size_3,3 Standard
Iced Cappuccino,01.1 Iced Classics,Syrup (Optional),Pump,size_1,3
Iced Cappuccino,01.1 Iced Classics,Syrup (Optional),Pump,size_2,4
Iced Cappuccino,01.1 Iced Classics,Syrup (Optional),Pump,size_3,5
Iced Americano,01.1 Iced Classics,Ice Cubes,Cup,size_1,0.75
Iced Americano,01.1 Iced Classics,Ice Cubes,Cup,size_2,0.75
Iced Americano,01.1 Iced Classics,Ice Cubes,Cup,size_3,0.75
Iced Americano,01.1 Iced Classics,Water,Oz,size_1,8
Iced Americano,01.1 Iced Classics,Water,Oz,size_2,10
Iced Americano,01.1 Iced Classics,Water,Oz,size_3,12
Iced Americano,01.1 Iced Classics,Espresso,Shot,size_1,3 Standard
Iced Americano,01.1 Iced Classics,Espresso,Shot,size_2,4 Standard
Iced Americano,01.1 Iced Classics,Espresso,Shot,size_3,5 Standard
Iced Americano,01.1 Iced Classics,Syrup (Optional),Pump,size_1,4
Iced Americano,01.1 Iced Classics,Syrup (Optional),Pump,size_2,5
Iced Americano,01.1 Iced Classics,Syrup (Optional),Pump,size_3,6
Iced Mocha,01.1 Iced Classics,Ice Cubes,Cup,size_1,0.75
Iced Mocha,01.1 Iced Classics,Ice Cubes,Cup,size_2,0.75
Iced Mocha,01.1 Iced Classics,Ice Cubes,Cup,size_3,0.75
Iced Mocha,01.1 Iced Classics,Cold Milk,Oz,size_1,8
Iced Mocha,01.1 Iced Classics,Cold Milk,Oz,size_2,10
Iced Mocha,01.1 Iced Classics,Cold Milk,Oz,size_3,12
Iced Mocha,01.1 Iced Classics,Espresso,Shot,size_1,2 Standard
Iced Mocha,01.1 Iced Classics,Espresso,Shot,size_2,2 Lungo
Iced Mocha,01.1 Iced Classics,Espresso,Shot,size_3,3 Standard
Iced Mocha,01.1 Iced Classics,Chocolate Sauce,Pump,size_1,2
Iced Mocha,01.1 Iced Classics,Chocolate Sauce,Pump,size_2,3
Iced Mocha,01.1 Iced Classics,Chocolate Sauce,Pump,size_3,4
Iced Mocha,01.1 Iced Classics,Whipped Cream (Optional),Rosette,size_1,1
Iced Mocha,01.1 Iced Classics,Whipped Cream (Optional),Rosette,size_2,1
Iced Mocha,01.1 Iced Classics,Whipped Cream (Optional),Rosette,size_3,1
Iced White Mocha,01.1 Iced Classics,Ice Cubes,Cup,size_1,0.75
Iced White Mocha,01.1 Iced Classics,Ice Cubes,Cup,size_2,0.75
Iced White Mocha,01.1 Iced Classics,Ice Cubes,Cup,size_3,0.75
Iced White Mocha,01.1 Iced Classics,Cold Milk,Oz,size_1,8
Iced White Mocha,01.1 Iced Classics,Cold Milk,Oz,size_2,10
Iced White Mocha,01.1 Iced Classics,Cold Milk,Oz,size_3,12
Iced White Mocha,01.1 Iced Classics,Espreso,Shot,size_1,2 Standard
Iced White Mocha,01.1 Iced Classics,Espreso,Shot,size_2,2 Lungo
Iced White Mocha,01.1 Iced Classics,Espreso,Shot,size_3,3 Standard
Iced White Mocha,01.1 Iced Classics,White Chocolate Sauce,Pump,size_1,2
Iced White Mocha,01.1 Iced Classics,White Chocolate Sauce,Pump,size_2,3
Iced White Mocha,01.1 Iced Classics,White Chocolate Sauce,Pump,size_3,4
Iced White Mocha,01.1 Iced Classics,Whipped Cream (Optional),Rosette,size_1,1
Iced White Mocha,01.1 Iced Classics,Whipped Cream (Optional),Rosette,size_2,1
Iced White Mocha,01.1 Iced Classics,Whipped Cream (Optional),Rosette,size_3,1
Iced Latte Macchiato,01.1 Iced Classics,Ice Cubes,Cup,size_1,0.75
Iced Latte Macchiato,01.1 Iced Classics,Ice Cubes,Cup,size_2,0.75
Iced Latte Macchiato,01.1 Iced Classics,Ice Cubes,Cup,size_3,0.75
Iced Latte Macchiato,01.1 Iced Classics,Cold Milk,Oz,size_1,8
Iced Latte Macchiato,01.1 Iced Classics,Cold Milk,Oz,size_2,10
Iced Latte Macchiato,01.1 Iced Classics,Cold Milk,Oz,size_3,12
Iced Latte Macchiato,01.1 Iced Classics,Syrup (Optional),Pumo,size_1,4
Iced Latte Macchiato,01.1 Iced Classics,Syrup (Optional),Pumo,size_2,5
Iced Latte Macchiato,01.1 Iced Classics,Syrup (Optional),Pumo,size_3,6
Iced Latte Macchiato,01.1 Iced Classics,Espresso,Shot,size_1,2 Standard
Iced Latte Macchiato,01.1 Iced Classics,Espresso,Shot,size_2,2 Lungo
Iced Latte Macchiato,01.1 Iced Classics,Espresso,Shot,size_3,3 Standard
Iced Chai Latte,01.1 Iced Classics,Ice Cubes,Cup,size_1,0.75
Iced Chai Latte,01.1 Iced Classics,Ice Cubes,Cup,size_2,0.75
Iced Chai Latte,01.1 Iced Classics,Ice Cubes,Cup,size_3,0.75
Iced Chai Latte,01.1 Iced Classics,Chai Tea Concentrate,Pump,size_1,5
Iced Chai Latte,01.1 Iced Classics,Chai Tea Concentrate,Pump,size_2,6
Iced Chai Latte,01.1 Iced Classics,Chai Tea Concentrate,Pump,size_3,7
Iced Chai Latte,01.1 Iced Classics,Cold Milk,Oz,size_1,9
Iced Chai Latte,01.1 Iced Classics,Cold Milk,Oz,size_2,11
Iced Chai Latte,01.1 Iced Classics,Cold Milk,Oz,size_3,13
Iced Matcha Latte,01.1 Iced Classics,Matcha (Culinary Grade),Tsp,size_1,3
Iced Matcha Latte,01.1 Iced Classics,Matcha (Culinary Grade),Tsp,size_2,4
Iced Matcha Latte,01.1 Iced Classics,Matcha (Culinary Grade),Tsp,size_3,5
Iced Matcha Latte,01.1 Iced Classics,Hot Water,Oz,size_1,2
Iced Matcha Latte,01.1 Iced Classics,Hot Water,Oz,size_2,2
Iced Matcha Latte,01.1 Iced Classics,Hot Water,Oz,size_3,2
Iced Matcha Latte,01.1 Iced Classics,Sweetner syrup (optional),Pump,size_1,2
Iced Matcha Latte,01.1 Iced Classics,Sweetner syrup (optional),Pump,size_2,3
Iced Matcha Latte,01.1 Iced Classics,Sweetner syrup (optional),Pump,size_3,4
Iced Matcha Latte,01.1 Iced Classics,Ice Cubes,Cup,size_1,0.75
Iced Matcha Latte,01.1 Iced Classics,Ice Cubes,Cup,size_2,0.75
Iced Matcha Latte,01.1 Iced Classics,Ice Cubes,Cup,size_3,0.75
Iced Matcha Latte,01.1 Iced Classics,Cold Milk,Oz,size_1,8
